name,state,Risk_Score,problem_statement,proof_of_capability,idea_clarity,differentiation,gtm_strategy,business_model,vagueness,credibility,staff_pick,prelaunch_activated,video_present,duration_days,prep_time_days
Producer/Artist needs help making electronic music album,failed,9.401586168237486,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,30.0,163.64623842592593
MAKIE â Gone Country.,successful,1.1866512780802574,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,60.0,165.37880787037037
It Is Well With My Soul ASL Music Video,successful,0.7971967015351256,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,30.0,13.953587962962963
ð The Most Practical Winter Jacket âï¸,successful,0.26948720021156447,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,30.0,20.178796296296298
Lionel Richie's Head | Bestival 2013,successful,0.2220260129464846,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,26.078796296296296,126.07170138888888
Do You See? at Burning Man 2013,successful,0.45252272200576704,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,30.0,7.861770833333333
"Cosmic Oasis, a Burning Man Art Installation & Healing Space",successful,0.5914624281851932,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,30.0,3.6684375
Equatorial Compact - 32mm 3D Printable Gaming Miniatures,successful,1.5953246213195293,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,30.0,18.91372685185185
Trench Pilgrim: Warband and Terrain,successful,0.28653991841759874,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,30.0,18.857152777777777
In Season,successful,0.1966267893748841,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,30.0,101.64795138888888
Jamtronic Music Seed Funding Round,failed,9.852230100733065,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,60.0,0.9270138888888889
Twelve Twenty-Two,successful,0.6906843937561613,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,30.0,563.1898726851852
We Share the Same Stomach- A Story Exchange Sculpture,successful,0.7061252396641071,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,30.0,33.95130787037037
StageTop 2: 3D Printed Gaming Tables,successful,0.1821807621704652,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,24.50068287037037,201.5215162037037
StorageBox | 3D Printable Organization And More,successful,0.21076574970066764,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,30.0,169.76864583333332
Deweycat Productions Interlocking Waterway Terrain .stl pack,successful,0.3067540503547106,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,30.0,9.957800925925927
PHOTOSTORIES No.16 - Ed.1 - Nude Art Book,successful,0.5985021671994828,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,30.959930555555555,8.861516203703705
Make 100 Handmade Felt Monsters,successful,1.0819046961054268,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,30.0,305.32951388888887
Make 100: 52 thoughts,successful,1.3878314242188017,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,30.0,8.864039351851853
John Elijah: Recording Session,successful,1.2540534788826951,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,30.0,50.07363425925926
Modular Travel Shirt + Travel Pant V3 by Odysea Gear,successful,0.3273611820927258,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,21.384085648148147,4.118113425925926
Pianos in Public Buffalo: bringing joy to the people,successful,0.5606780667544942,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,30.0,5.6454050925925925
Asian & Pacific Islander SF Pride Parade Float 2013,successful,0.46805334053444003,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,25.307800925925925,30.884409722222223
Chomp & Roll - Crazy Wild Plant Dice Tower - 3D STL,successful,0.2982280778687907,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,5.0,4.9225462962962965
Savage Wilds : Tribal Women - Pin-up STL Files,successful,0.32973345841138535,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,17.0,6.081759259259259
"Cary Wolinsky, Visual Memories - A Photobook",successful,0.45715325024349607,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,43.005266203703705,49.89644675925926
Metal Bullet Dice Set with Revolver Cylinder Dice Storage,successful,0.15140839413816054,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,30.0,102.38916666666667
A Crazy Awesome 2015,failed,7.63256992062556,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,30.0,58.70423611111111
Roxxia's Rhythms,failed,9.816665926428108,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,30.0,0.08471064814814815
Birmingham Architecture Festival 24th - 27th May 2013,successful,0.28055243203688685,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,15.270185185185186,35.89474537037037
Smooth Operator - A Viewing Deck / Tourism Van,successful,0.5544609702849457,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,30.0,13.014756944444445
Before Spring. A body among branches. Nude Art Photobook,successful,0.7172705493710996,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,25.0,7.9858217592592595
'Brock' by Charles Moriarty,successful,0.8117675535638691,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,31.0,78.67439814814814
Temptress Dice Tray for Only Â£1,successful,1.0646834082467627,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,30.0,20.053101851851853
project DARK,failed,9.825025925458798,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,34.02703703703704,2.9723611111111112
Spooky the Fox Plush Toy,successful,0.7450214720580206,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,30.0,0.31081018518518516
Connect with your Nature - The Sierra Nevada Experience,successful,0.730519945368584,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,21.0965625,41.0165162037037
"PLOK toys, everlasting fun.",successful,0.690257866518067,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,30.0,21.939467592592592
Dice Towers - STL / 28MM,successful,0.43077610134706124,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,15.0,14.839027777777778
The Ichthyosaur Puppet Project at Burning Man 2013,successful,0.4897857501325309,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,40.0,35.533043981481484
American Casualties: A Drawing,successful,0.3763069690272747,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,20.30435185185185,14.281018518518518
Stranger Reduction Zone,successful,0.6645955938386416,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,30.0,19.43412037037037
Lancaster East Side Mural,successful,0.4237978578946744,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,30.0,93.23578703703704
Doodle Art Project...Scribel Dudels Book 2: B is for Baroque,successful,2.323090807316428,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,15.253877314814815,10.059467592592593
Forget Me Not,successful,1.0897219456687945,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,29.958333333333332,53.668958333333336
Global Entries - a Photography Book by Brielle Bonetti,successful,0.4203280624651462,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,0,29.41324074074074,129.8581712962963
Silken Curves: Beautiful Behinds,successful,0.40272704736054155,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,17.50834490740741,8.032743055555555
The Kraken Pirate Ship Dice Tower,successful,1.556016989065826,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,20.0,0.2153935185185185
Bcn Clay Studio - Ceramic and Jewelry Space in Barcelona,successful,0.7035505894427085,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,30.0,29.700115740740742
Crochet Catnip Bees and Jellyfish,successful,1.796338866039967,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,21.0,29.093101851851852
"Orraman Leather, Handmade Leather Goods",successful,0.5636591538363667,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,30.0,4.801203703703703
"Market Town part 3 ( 28 MM, STL )",successful,0.3230671069909363,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,18.0,8.839155092592593
tree wood: a folly by toshihiro oki architect,successful,0.5086807242748981,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,31.03361111111111,8.259629629629629
Midsummer Spirit- Art Nude Photobook,successful,0.4698480747703482,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,29.958333333333332,20.162094907407408
American Beauty; Pre-Depression Architecture of Detroit,successful,3.757616159612005,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,20.958333333333332,11.157754629629629
Custom Dice Book Boxes and Hex Dice Dishes,successful,0.30215586711137443,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,30.0,14.491990740740741
Elynn The Summoner Â£1 .stl figurine,successful,2.4215988992229356,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,30.0,0.33989583333333334
"Expanding the resin mold market: new blanks, materials",successful,0.8265574879976711,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,14.0,0.356875
Love beyond Death: Angel and Succubus,successful,0.19419010287406557,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,23.236631944444444,7.242905092592593
PHOTOSTORIES No.14 - Ed.1 - Nude Art Book,successful,0.6120263420063154,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,33.03951388888889,10.9671875
Gaia Festival 2016,failed,9.588612548768179,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,30.0,178.64195601851853
The Sorrel Dress by Jennifer Lauren - Paper Sewing Patterns,successful,0.6369805255715899,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,30.041666666666668,6.867060185185185
Occult Trash Hooters & Goth iHop Sets,successful,0.5583390702988611,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,20.68078703703704,6.914108796296296
Tramps Like Us,successful,0.598295152638022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,25.957013888888888,26.483969907407406
Crowdfunding: Composing a prayer for hope in times of war!,successful,1.4378611220400772,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,30.0,2.2249305555555554
Rebel Command Base - 3D printable sci-fi Terrain & Minis,successful,0.2856485124741315,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,30.0,118.11519675925926
Naiades Aqua 2025 Signed Calendar! 8.5 x11 (11x17 opened),successful,0.641163462191634,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,10.0,23.57122685185185
Femx collective publishes LOVE book - Fine Art Photography,successful,0.41573807566053667,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,45.0,252.81350694444444
The Never-Ending Wood: Part of 'An Enchanted Arboretum',successful,0.42939459734779306,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,24.845648148148147,5.760497685185185
Project: Penpal,successful,1.7186429147391125,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,60.0,2.9849305555555556
What The Hell Did You Do? Get a 6yo's music to iTunes.,failed,9.495108820709374,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,30.0,21.214236111111113
Northbridge Festival 2015: Make It Legendary! #Northbridge,failed,7.71519613328929,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,30.0,0.2513888888888889
Pocket Watercolor Kit: Paint Anywhere,successful,0.5815759238507623,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,14.0,1.0751967592592593
Ebenezer Hats: Silk-Lined Wide-Brim Hats for all Hair Types,successful,1.3651452567789046,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,30.0,1.891099537037037
Mos Jemra Desert Spaceport,successful,0.18234498137448263,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,22.764918981481483,62.21270833333333
Bramble Heart - Hero Collection 01 | STL + Character Sheets,successful,0.27213789337806604,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,15.0,121.94005787037037
FRONTIER a photobook by Jim Krantz,successful,0.4226376313228064,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,37.0,28.394814814814815
search and destroy (vietnam figures in 28mm scale),successful,0.4085510894462441,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,30.0,20.136238425925924
Monclova Concept Album,failed,8.099448289399282,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,45.0,51.72642361111111
Spooky Ghost Friendship Enamel Pins,successful,0.6523997094134837,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,31.0,56.98695601851852
The World's First Laundry-Free Underwear by HercLeÃ³n,successful,0.5484776188259455,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,28.0,56.621817129629626
Divided Homeland,successful,2.5243999291206354,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,20.0,72.30439814814815
Blood Handsome: Short Film/Music Video,successful,0.7474992163526095,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,39.66486111111111,6.872766203703704
Martina: The play of the senses,successful,1.169267697484312,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,30.0,4.7968981481481485
Loot the Tower - Dice Advent Calendar 2024,successful,0.2520360007470479,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,24.0,125.02597222222222
Remembering Drake Bronze Sculpture,successful,0.5574152425764811,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,44.958333333333336,32.24292824074074
Xi-2,failed,9.699934442264738,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,60.0,3.7979166666666666
Twinkle Tabby Plush,successful,0.7009407409128299,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,30.0,2.706377314814815
Medieval Manuscript Christmas Cards!,successful,1.0904382654575429,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,25.0,3.5804976851851853
Biodegradable and temperature regulating men's underwear,successful,0.43332356075938105,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,30.0,186.77711805555555
"Dungeons and Damsels - 75mm, 120mm & 32mm!",successful,0.2764691965369648,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,28.24931712962963,9.243969907407408
Cianalas/TÃ£sknota - an album-length folk opera music video,successful,0.3351982495577521,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,30.0,11.880960648148148
"""A LIFE UNDONE"" Music Video",successful,1.9481510237228572,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,60.0,0.016296296296296295
Change,successful,0.659550159450113,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,15.0,0.10447916666666666
"CASTLE SYSTEM II - more Towers, Dungeons, and now Caverns!",successful,0.4414014634190755,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,30.0,71.36049768518518
sub:Merged - a brand new techno concept,failed,9.771846832885874,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,30.0,4.0665625
THE TABVLARAZA PROJECT (MK-ULTRA) OUR VERY FIRST ALBUM!,failed,7.497270869745622,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,30.41466435185185,10.927280092592593
Renewed mastership in armouring,successful,1.3764567225395596,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,28.941921296296297,4.507708333333333
Healing Springs Gifts: Natural products. Empowering women.,successful,0.7285311712297182,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,23.43986111111111,23.890636574074072
Luna Llena: A ReggaetÃ³n Short Film,successful,0.7075563170368637,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,30.203842592592594,63.03861111111111
Diana: War Tigress 1:12 scale,successful,0.17017250942700457,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,15.314710648148148,17.156261574074072
"Before I Die Wall - Salem, Oregon",successful,0.35194596699561154,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,16.42931712962963,18.16056712962963
The Polaris Experience - Concept Album & Performance,failed,4.491808819663437,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,29.039189814814815,34.616273148148146
Chris Davids presents Brooklyn Beat,failed,9.698819463932931,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,30.0,3.08462962962963
Multiple Album Release - Nu'Deep House & Various EDM,failed,9.773215401643334,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,30.0,0.5095717592592592
Halloween Pin Set,successful,0.5917608270186558,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,25.0,0.03158564814814815
Dear Diary: a Year in Fragments,successful,2.265584710991553,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,30.0,185.73075231481482
Remember Monday - 'Nothing Nice To Say' Music Video,successful,0.519157185754574,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,30.0,14.062766203703704
Venus AntologÃ­a Volumen I: Videos musicales sobre mujeres,successful,3.4519753178846657,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,32.51796296296296,3.498611111111111
1978: The Journey of Life Music Video,successful,0.7008106703186934,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,30.0,2.584224537037037
Icons of Forgotten Realms: Above Undeath - STL Miniatures,successful,0.2863562392532326,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,28.0,73.1073263888889
Everlasting meadow dice,successful,0.9159990202442037,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,14.0,13.644166666666667
WoWBuildings The Air War and Village Russia,successful,0.2674308716893514,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,19.958333333333332,3.9550694444444443
Sci-Fi Desert Factory Wasteland - 3D STL Files,successful,0.5287197071638572,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,34.958333333333336,1.458587962962963
The Tsunami of Love,successful,0.6555732027646688,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,10.305335648148148,7.763171296296297
"Amani Art, Amani Heart",successful,0.391802922561586,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,10.0,13.08851851851852
Completely Candle Crazy,successful,1.6358898186685722,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,38.20494212962963,5.026724537037037
Rustic Barnwood Magnetic Holder,successful,3.1741874040159335,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,30.0,0.19283564814814816
"8"" Tidbit Plush Toys (From ""Too Much Caffeine"" Webcomic)",successful,0.8363355240243953,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,30.0,23.522083333333335
Cave Critters,successful,1.0074962727508674,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,21.0,62.873761574074074
Legendary Modular STL Fantasy Weapons,successful,0.25005895917019183,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,21.0,19.652106481481482
"""GOOD OLD DAYS"" MUSIC VIDEO",successful,0.7812640045062813,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,33.399537037037035,2.633888888888889
Stage Fright,successful,0.8068857429480958,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,30.0,48.738761574074076
sleep walking animals - New Music Videos,successful,0.4168414564208123,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,30.0,13.295092592592592
"""Little House"" - The Music Video",successful,0.3780512993940488,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,13.041446759259259,306.0228587962963
Artistic Nude and Boudoir Photobook - Athenea,successful,0.6085066529620986,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,14.968460648148149,2.9478703703703704
A Momentary Encounter,successful,0.6958190621523885,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,28.0,8.989351851851852
Tesseract Titanium Dice,successful,0.5951644647334242,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,4.366481481481482,49.1199537037037
The Desert Settlement ( Desert Story Vol 2),successful,0.28191567674993867,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,30.0,415.86837962962966
Modi Boxi: 3D printable storage solution for tabletop gamers,successful,0.1967038827135792,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,29.751087962962963,125.77276620370371
Fabric8 x Ursula X Young Parklet Project,successful,0.23391286215162177,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,19.437291666666667,5.644652777777778
Summer's Last Light Music Festival,failed,9.86193998252531,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,30.0,1.3244907407407407
Future Funk Squad - Darker Nights Vinyl,failed,7.9439175487486064,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,30.0,0.02295138888888889
KIMONO Hoodie by Play KIMONO,successful,1.22668940284538,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,28.166145833333335,333.2834375
Tommy the Mushroom Boi Button-Up Shirts,successful,2.550477260316333,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,30.0,18.49230324074074
"3D Printable Wargame Terrain: Windows, Doors & More",successful,0.23510530816269193,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,25.041666666666668,9.220590277777777
Fantasy Mexican Calavera Sugar Skull Masks - 3D STL Files,successful,0.3866835886462383,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,5.041666666666667,6.109340277777778
Fantasy Dice Towers: Medieval Tales - 3D Printable STL,successful,0.27567549443430206,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,29.20417824074074,25.214189814814816
Eldritch Foundry Color 3D Printed Miniatures,successful,0.19695128107515059,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,30.041666666666668,160.60633101851852
The Magic Money Tree by Kirsty Mackay,successful,0.28841407996569646,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,32.18547453703704,11.815694444444444
PHOTOSTORIES No.10 - Ed.1 - Nude Art Book,successful,0.6738568160656333,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,33.98026620370371,9.58587962962963
EVASION,successful,0.5855246754411636,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,11.0,0.1819097222222222
Join Our Journey:  Public Art School Community Project,successful,1.0789547976825842,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,5.997256944444445,12.05462962962963
The journey,failed,9.66063563900559,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,38.0,5.9275
Ã¼ber international,failed,7.0039076353472485,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,21.0,0.02599537037037037
Military Intarsia for Veterans!,successful,2.096333281213534,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,60.0,0.2558912037037037
Get Heavy Festival 2024 Merch,successful,2.03959534872972,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,50.0,144.8072337962963
The Fish Bag,successful,0.17593552389552736,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,20.500092592592594,62.88710648148148
ROVERALLS The Ultimate Dog Onesie,successful,0.6977516723650423,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,30.0,38.676759259259256
Cryptid Socks by Sockness Monster!,successful,0.26928358040743117,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,45.0,64.24028935185186
Traditional Japanese Work Clothes: Samue Jacket & Pants,successful,1.4062557176924217,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,45.16512731481482,104.27275462962963
Dark fantasies/Medieval architecture | STL | 28mm,successful,0.4655107534984271,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,19.041666666666668,0.7835532407407407
"Make new drum playthrough video ""ICDD é»æ³ããè´ãããçå½ã®çã¨çã®å°å¥³ã""",successful,1.8170119522360917,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,21.0,8.112800925925926
DJ Skullshot Album Release and Show,failed,9.678864958512404,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,30.0,34.99472222222222
Pop Yer Cherry - Giving opportunity to aspiring young DJs,failed,9.454271686935236,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,8.26417824074074,6.9572569444444445
In Dog Years I'm Gay T-shirts,successful,1.122266496937998,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,8.352835648148147,41.03219907407407
Nightmare from the Void - Invaders Miniatures in STL presup',successful,0.5524327651391736,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,20.041666666666668,100.54574074074074
Viviana at the river,successful,0.9069093170482923,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0,30.0,2.422060185185185
EDM & Harp Album,failed,9.769645918235662,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,29.92912037037037,1.0702430555555555
Merle 2000 EP Vinyl Re-release,failed,5.599402108572329,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,30.0,21.87267361111111
Mind the Gap! Ep & Producer Equipment,failed,9.673387572315587,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,1,45.037824074074074,7.748368055555556
"Algae Magazine, Issue 02 ""PRIDE""",successful,1.0157266950843846,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,60.0,192.06275462962964
The Root Co: Merch Me ð¥,successful,0.6962938840229826,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,0,1,42.4141087962963,36.78659722222222
Revopoint MetroX 3D Laser Scanner,successful,0.31845385077373,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,30.041666666666668,48.421145833333334
ToyCAD: The Easiest App to Design and 3D Print Toys for Kids,successful,0.16935773989894432,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,23.75548611111111,33.56715277777778
"Medieval village - 3D STL Files, 28 MM",successful,0.43977572294871536,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,16.0,10.9078125
Halloween Fantasy Wizard Lighthouse Dice Towers - 3D STL,successful,0.36798862764667484,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,5.0,5.072418981481482
